place_id,name,name_my,category,category_my,house_number,house_number_my,full_address,full_address_my,township,township_my,district,district_my,sub_region,sub_region_my,postal_code,lat,lon,phone,rating,review_count,website,city,embed_text
1176,ASIA GOLDEN LION INT'L LTD.,အာရှဂိုဒန်းလိုင်းယွန်းအင်တာနေရှင်နယ်လီမိတက်,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82736,96.18883,,4.6,538,,Yangon,Name: ASIA GOLDEN LION INT'L LTD. (အာရှဂိုဒန်းလိုင်းယွန်းအင်တာနေရှင်နယ်လီမိတက်). Category: Company. Address: Thingangyun. Township: Thingangyun. District: Yangon East
420,ASIAN SMILE HOTEL,ASIAN SMILE HOTEL,Hotel,ဟိုတယ်နှင့် တည်းခိုခန်း,,,"No.324,Thanthumar Road,Supaing Ward (TGGN),Thingangyun","No.324,Thanthumar Road,Supaing Ward (TGGN),Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8186,96.1983,,4,70,,Yangon,"Name: ASIAN SMILE HOTEL. Category: Hotel. Address: No.324,Thanthumar Road,Supaing Ward (TGGN),Thingangyun. Township: Thingangyun. District: Yangon East"
330,AYA Bank,ဧရာဝတီဘဏ်,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,1-Dec,43477,"1/12 Than Thu Mar Road, Ward-24 Thuwunna, Thingangyun, Yangon","၄၃၄၇၇, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.817605,96.19733,,4,400,,Yangon,"Name: AYA Bank (ဧရာဝတီဘဏ်). Category: Bank. House Number: 1-Dec. Address: ၄၃၄၇၇, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
154,AYA Bank_Thingangyun (Yankin Branch),ဧရာဝတီဘဏ်-သင်္ကန်း(ရန်ကင်းဘဏ်ခွဲ),Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,42,42,"42 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၄၂, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.839452,96.202213,,4.4,472,,Yangon,"Name: AYA Bank_Thingangyun (Yankin Branch) (ဧရာဝတီဘဏ်-သင်္ကန်း(ရန်ကင်းဘဏ်ခွဲ)). Category: Bank. House Number: 42. Address: ၄၂, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
423,AYA Yangon (39) Yadanar Road Branch,AYA Yangon (39) Yadanar Road Branch,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"No (768) Ground Floor, Yandanar Road, Thingangyun Township, Yangon Division.","No (768) Ground Floor, Yandanar Road, Thingangyun Township, Yangon Division.",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8363,96.1842,,4.3,79,,Yangon,"Name: AYA Yangon (39) Yadanar Road Branch. Category: Bank. Address: No (768) Ground Floor, Yandanar Road, Thingangyun Township, Yangon Division.. Township: Thingangyun. District: Yangon East"
424,AYA Yangon (44) Thingangyun Lay Dauk Kan Branch,AYA Yangon (44) Thingangyun Lay Dauk Kan Branch,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"No. 41, Lay Dauk Kan Road, Lay Dauk Kan Ward, Thingangyan Tsp, Yangon Divison.","No. 41, Lay Dauk Kan Road, Lay Dauk Kan Ward, Thingangyan Tsp, Yangon Divison.",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8394,96.2022,,4.4,82,,Yangon,"Name: AYA Yangon (44) Thingangyun Lay Dauk Kan Branch. Category: Bank. Address: No. 41, Lay Dauk Kan Road, Lay Dauk Kan Ward, Thingangyan Tsp, Yangon Divison.. Township: Thingangyun. District: Yangon East"
425,AYA Yangon(10) Thuwana Branch,AYA Yangon(10) Thuwana Branch,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"No. 12, Than Thu Mar Road, Than Thu Mar Housing, Thuwana, Thingangyun Tsp., Yangon Division.","No. 12, Than Thu Mar Road, Than Thu Mar Housing, Thuwana, Thingangyun Tsp., Yangon Division.",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8181,96.1981,,4.5,85,,Yangon,"Name: AYA Yangon(10) Thuwana Branch. Category: Bank. Address: No. 12, Than Thu Mar Road, Than Thu Mar Housing, Thuwana, Thingangyun Tsp., Yangon Division.. Township: Thingangyun. District: Yangon East"
426,AYA Yangon(27)Thingangyun Branch,AYA Yangon(27)Thingangyun Branch,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"No (1) , Waizayantar Road, Ground Floor, Mi Chaung Kan (1), Thingangyun Township, Yangon.","No (1) , Waizayantar Road, Ground Floor, Mi Chaung Kan (1), Thingangyun Township, Yangon.",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8223,96.1818,,4.6,88,,Yangon,"Name: AYA Yangon(27)Thingangyun Branch. Category: Bank. Address: No (1) , Waizayantar Road, Ground Floor, Mi Chaung Kan (1), Thingangyun Township, Yangon.. Township: Thingangyun. District: Yangon East"
1850,AZ,အေဇက်,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.844805,96.199947,,4,160,,Yangon,Name: AZ (အေဇက်). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1192,"AceCook Myanmar Co., Ltd.",အေ့စ်ကွတ်မြန်မာကုမ္ပဏီလီမိတက်,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.820906,96.197837,,4.2,586,,Yangon,"Name: AceCook Myanmar Co., Ltd. (အေ့စ်ကွတ်မြန်မာကုမ္ပဏီလီမိတက်). Category: Company. Address: Thingangyun. Township: Thingangyun. District: Yangon East"
1175,"Acleda MFI Myanmar Co., Ltd.",အေစီလီဒါအမ်အက်ဖ်အိုင်မြန်မာကုမ္ပဏီလီမိတက်,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.834871,96.20757,,4.5,535,,Yangon,"Name: Acleda MFI Myanmar Co., Ltd. (အေစီလီဒါအမ်အက်ဖ်အိုင်မြန်မာကုမ္ပဏီလီမိတက်). Category: Company. Address: Thingangyun. Township: Thingangyun. District: Yangon East"
68,Acleda Mfi Myanmar,အေကယ်ဒါ အမ်အက်ဖ်အိုင် မြန်မာ,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,257,257,"257 Than Thu Mar Road, (Nga/Ka) Ward, Thingangyun, Yangon","၂၅၇, သံသုမာလမ်း, (င^က)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.834933,96.207519,,4.8,214,,Yangon,"Name: Acleda Mfi Myanmar (အေကယ်ဒါ အမ်အက်ဖ်အိုင် မြန်မာ). Category: Company. House Number: 257. Address: ၂၅၇, သံသုမာလမ်း, (င^က)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
2017,Adam Design System,အဒမ် ဒဇိုင်း စစ်စတန်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835733,96.186522,,4.7,61,,Yangon,Name: Adam Design System (အဒမ် ဒဇိုင်း စစ်စတန်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1185,Affinity Quality Test Services Company Limited,အတ်ဖတ်နတီကွာလတီတတ်စ်ဆားဗစ်စ်ကုမ္ပဏီလီမိတက်,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82815,96.19033,,4.5,565,,Yangon,Name: Affinity Quality Test Services Company Limited (အတ်ဖတ်နတီကွာလတီတတ်စ်ဆားဗစ်စ်ကုမ္ပဏီလီမိတက်). Category: Company. Address: Thingangyun. Township: Thingangyun. District: Yangon East
830,Ah Mann,အားမာန်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.826151,96.207098,,4,100,,Yangon,Name: Ah Mann (အားမာန်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
731,Akane Japanese Language Shool,အကိန်းဂျပန်ဘာသာကျောင်း,School,ကျောင်းနှင့် တက္ကသိုလ်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.814217,96.210202,,4.1,403,,Yangon,Name: Akane Japanese Language Shool (အကိန်းဂျပန်ဘာသာကျောင်း). Category: School. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1063,Akar Soe,အာကာစိုး,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842485,96.199896,,4.3,199,,Yangon,Name: Akar Soe (အာကာစိုး). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1464,Akari May,ဧကရီမေ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840176,96.200881,,4.4,202,,Yangon,Name: Akari May (ဧကရီမေ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
736,"Alaxy Synergy Group Co., Ltd.",အဲလက်စီ စနန်ဂျီ ဂရု ကုမ္ပဏီ,Company,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82528,96.212485,,4.6,418,,Yangon,"Name: Alaxy Synergy Group Co., Ltd. (အဲလက်စီ စနန်ဂျီ ဂရု ကုမ္ပဏီ). Category: Company. Address: Thingangyun. Township: Thingangyun. District: Yangon East"
590,Alin Gabar,Alin Gabar,Shop,အထွေထွေအမျိုးအစား,,,"Ward 25 Thuwunna (TGGN), Thingangyun","Ward 25 Thuwunna (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8213,96.2027,,4,580,,Yangon,"Name: Alin Gabar. Category: Shop. Address: Ward 25 Thuwunna (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
69,Alin Gar,အင်္လကာ,Car Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,6,6,"6 Than Thu Mar Road, (Nga/Ka) Ward, Thingangyun, Yangon","၆, သံသုမာလမ်း, (င^က)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.832191,96.207972,,4.9,217,,Yangon,"Name: Alin Gar (အင်္လကာ). Category: Car Repair Facility. House Number: 6. Address: ၆, သံသုမာလမ်း, (င^က)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1026,Alin Kar,အလင်္ကာ,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832304,96.208505,,4.6,88,,Yangon,Name: Alin Kar (အလင်္ကာ). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1462,Allfyll,အောလ်ဖလ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832513,96.207934,,4.2,196,,Yangon,Name: Allfyll (အောလ်ဖလ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1941,Alu-guardian,အေအယ်ယူဂာဒီယမ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.834198,96.196811,,4.1,433,,Yangon,Name: Alu-guardian (အေအယ်ယူဂာဒီယမ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
3,Amae Eain,အမေ့အိမ်,Private School,ကိုယ်ပိုင်ကျောင်း,A2,at 2,"A2 Thu Mingalar Road, Kyaikasan West Ward, Thingangyun, Yangon","အေ ၂, သုမင်္ဂလာလမ်း, ကျိုက္ကဆံရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.835528,96.186695,,4.3,19,,Yangon,"Name: Amae Eain (အမေ့အိမ်). Category: Private School. House Number: A2. Address: အေ ၂, သုမင်္ဂလာလမ်း, ကျိုက္ကဆံရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
894,Amara,အမရာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.844134,96.202477,,4.4,292,,Yangon,Name: Amara (အမရာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1,Amazing,အမေးဇင်း,Fashion (Sport General),ဖက်ရှင်စတိုး,A1 004,at0rf; 004,"A1 004 Thu Mingalar Road, Kyaikasan West Ward, Thingangyun, Yangon","အေ၀မ်း ၀၀၄, သုမင်္ဂလာလမ်း, ကျိုက္ကဆံရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.835653,96.18667,,4.1,13,,Yangon,"Name: Amazing (အမေးဇင်း). Category: Fashion (Sport General). House Number: A1 004. Address: အေ၀မ်း ၀၀၄, သုမင်္ဂလာလမ်း, ကျိုက္ကဆံရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1983,Amazing,အမေးဇင်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835794,96.186478,,4.3,559,,Yangon,Name: Amazing (အမေးဇင်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
